,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
1619,2,ARI,,Nick Cousins , Brad Richardson,Jordan Martinook,4,00:39:51,00:19:51,ARI,2017-12-16,3,1,2391.0,PIT,1.0,2.0,Go-Ahead Goal,2018
1620,3,ARI,,Max Domi , Clayton Keller,,3,00:49:43,00:09:43,ARI,2017-12-16,4,2,2983.0,PIT,2.0,2.0,Tie,2018
1621,3,PIT,,Olli Maatta , Evgeni Malkin,Patric Hornqvist,3,00:59:45,00:19:45,ARI,2017-12-16,5,3,3585.0,PIT,2.0,3.0,Go-Ahead Goal,2018
1622,3,PIT,EN,Sidney Crosby ,,,14,00:59:54,00:19:54,ARI,2017-12-16,6,4,3594.0,PIT,2.0,4.0,Insurance Goal,2018
1623,1,ARI,,Christian Fischer , Clayton Keller,Oliver Ekman-Larsson,8,00:15:51,00:15:51,ARI,2017-12-19,1,1,951.0,FLA,1.0,0.0,Go-Ahead Goal,2018
1624,2,ARI,,Derek Stepan , Brendan Perlini,Alex Goligoski,6,00:38:14,00:18:14,ARI,2017-12-19,2,2,2294.0,FLA,2.0,0.0,Insurance Goal,2018
1625,2,FLA,,Nick Bjugstad , Derek MacKenzie,,9,00:39:50,00:19:50,ARI,2017-12-19,3,1,2390.0,FLA,2.0,1.0,Go-Ahead Goal,2018
1626,3,FLA,,Denis Malgin , Evgenii Dadonov,Vincent Trocheck,5,00:43:37,00:03:37,ARI,2017-12-19,4,2,2617.0,FLA,2.0,2.0,Tie,2018
1627,3,FLA,,Mike Matheson , Evgenii Dadonov,,3,00:45:41,00:05:41,ARI,2017-12-19,5,3,2741.0,FLA,2.0,3.0,Go-Ahead Goal,2018
1628,2,WSH,,T.J. Oshie , Jakub Vrana,Evgeny Kuznetsov,11,00:25:40,00:05:40,ARI,2017-12-22,1,1,1540.0,ARI,0.0,1.0,Go-Ahead Goal,2018
1629,3,ARI,PP,Christian Dvorak , Alex Goligoski,Jakob Chychrun,5,00:41:28,00:01:28,ARI,2017-12-22,2,1,2488.0,ARI,1.0,1.0,Tie,2018
1630,3,WSH,,Evgeny Kuznetsov , Christian Djoos,John Carlson,12,00:44:32,00:04:32,ARI,2017-12-22,3,2,2672.0,ARI,1.0,2.0,Go-Ahead Goal,2018
1631,3,ARI,,Christian Fischer , Clayton Keller,Jason Demers,9,00:58:59,00:18:59,ARI,2017-12-22,4,2,3539.0,ARI,2.0,2.0,Tie,2018
1632,1,ARI,,Clayton Keller , Max Domi,Alex Goligoski,13,00:04:33,00:04:33,ARI,2017-12-22,5,3,273.0,ARI,3.0,2.0,Go-Ahead Goal,2018
1633,2,COL,,Carl Soderberg , Matthew Nieto,Patrik Nemeth,5,00:30:20,00:10:20,ARI,2017-12-23,1,1,1820.0,COL,0.0,1.0,Go-Ahead Goal,2018
1634,2,COL,PP,J.T. Compher , Nikita Zadorov,Alexander Kerfoot,6,00:31:36,00:11:36,ARI,2017-12-23,2,2,1896.0,COL,0.0,2.0,Insurance Goal,2018
1635,2,COL,PP,Nail Yakupov , Mark Barberio,,8,00:33:26,00:13:26,ARI,2017-12-23,3,3,2006.0,COL,0.0,3.0,Insurance Goal,2018
1636,2,COL,,Matthew Nieto , Blake Comeau,Alexander Kerfoot,5,00:34:06,00:14:06,ARI,2017-12-23,4,4,2046.0,COL,0.0,4.0,Insurance Goal,2018
1637,2,ARI,SH,Derek Stepan , Clayton Keller,,7,00:38:12,00:18:12,ARI,2017-12-23,5,1,2292.0,COL,1.0,4.0,Lead Shrink,2018
1638,3,ARI,SH,Derek Stepan , Jordan Martinook,,8,00:48:08,00:08:08,ARI,2017-12-23,6,2,2888.0,COL,2.0,4.0,Lead Shrink,2018
1639,3,COL,PP,Sven Andrighetto , Tyson Jost,Colin Wilson,6,00:48:37,00:08:37,ARI,2017-12-23,7,5,2917.0,COL,2.0,5.0,Insurance Goal,2018
1640,3,COL,,Carl Soderberg , Mikko Rantanen,Mark Barberio,6,00:53:31,00:13:31,ARI,2017-12-23,8,6,3211.0,COL,2.0,6.0,Insurance Goal,2018
1641,1,ARI,,Tobias Rieder , Brendan Perlini,Jakob Chychrun,6,00:00:54,00:00:54,COL,2017-12-27,1,1,54.0,ARI,0.0,1.0,Go-Ahead Goal,2018
1642,1,COL,,Mikko Rantanen , Erik Johnson,Gabriel Landeskog,11,00:03:56,00:03:56,COL,2017-12-27,2,1,236.0,ARI,1.0,1.0,Tie,2018
1643,2,ARI,,Alex Goligoski , Clayton Keller,,4,00:30:34,00:10:34,COL,2017-12-27,3,2,1834.0,ARI,1.0,2.0,Go-Ahead Goal,2018
1644,3,ARI,,Lawson Crouse , Josh Archibald,,1,00:55:35,00:15:35,COL,2017-12-27,4,3,3335.0,ARI,1.0,3.0,Insurance Goal,2018
1645,1,TOR,SH,Zach Hyman ,,,7,00:08:55,00:08:55,ARI,2017-12-28,1,1,535.0,TOR,0.0,1.0,Go-Ahead Goal,2018
1646,1,TOR,,Auston Matthews , William Nylander,Jake Gardiner,15,00:10:58,00:10:58,ARI,2017-12-28,2,2,658.0,TOR,0.0,2.0,Insurance Goal,2018
1647,1,TOR,,Mitch Marner , Tyler Bozak,James van Riemsdyk,5,00:11:25,00:11:25,ARI,2017-12-28,3,3,685.0,TOR,0.0,3.0,Insurance Goal,2018
1648,1,ARI,,Josh Archibald , Jordan Martinook,Luke Schenn,1,00:14:15,00:14:15,ARI,2017-12-28,4,1,855.0,TOR,1.0,3.0,Lead Shrink,2018
1649,1,ARI,,Brendan Perlini , Tobias Rieder,Derek Stepan,9,00:15:32,00:15:32,ARI,2017-12-28,5,2,932.0,TOR,2.0,3.0,Go-Ahead Goal,2018
1650,2,TOR,PP,Patrick Marleau , Mitch Marner,Morgan Rielly,13,00:29:15,00:09:15,ARI,2017-12-28,6,4,1755.0,TOR,2.0,4.0,Insurance Goal,2018
1651,2,TOR,,William Nylander ,,,8,00:35:13,00:15:13,ARI,2017-12-28,7,5,2113.0,TOR,2.0,5.0,Insurance Goal,2018
1652,2,TOR,,Patrick Marleau , Mitch Marner,Leo Komarov,14,00:35:23,00:15:23,ARI,2017-12-28,8,6,2123.0,TOR,2.0,6.0,Insurance Goal,2018
1653,2,ARI,,Jordan Martinook , Tobias Rieder,Jakob Chychrun,3,00:38:33,00:18:33,ARI,2017-12-28,9,3,2313.0,TOR,3.0,6.0,Lead Shrink,2018
1654,3,ARI,PP,Christian Fischer , Clayton Keller,Alex Goligoski,10,00:54:07,00:14:07,ARI,2017-12-28,10,4,3247.0,TOR,4.0,6.0,Lead Shrink,2018
1655,3,TOR,EN,Connor Brown , Morgan Rielly,Patrick Marleau,10,00:57:30,00:17:30,ARI,2017-12-28,11,7,3450.0,TOR,4.0,7.0,Insurance Goal,2018
1656,1,ANA,,Rickard Rakell , Antoine Vermette,Ryan Getzlaf,13,00:04:02,00:04:02,ANA,2017-12-31,1,1,242.0,ANA,1.0,0.0,Go-Ahead Goal,2018
1657,1,ARI,PP,Brendan Perlini , Alex Goligoski,,10,00:11:04,00:11:04,ANA,2017-12-31,2,1,664.0,ANA,1.0,1.0,Tie,2018
1658,1,ANA,,Rickard Rakell , Ryan Getzlaf,Antoine Vermette,14,00:11:47,00:11:47,ANA,2017-12-31,3,2,707.0,ANA,2.0,1.0,Go-Ahead Goal,2018
1659,3,ARI,PP,Clayton Keller , Derek Stepan,,14,00:46:52,00:06:52,ANA,2017-12-31,4,2,2812.0,ANA,2.0,2.0,Tie,2018
1660,3,ANA,,Cam Fowler , Jakob Silfverberg,Ryan Kesler,6,00:51:51,00:11:51,ANA,2017-12-31,5,3,3111.0,ANA,3.0,2.0,Go-Ahead Goal,2018
1661,3,ANA,,Jakob Silfverberg , Cam Fowler,John Gibson,10,00:57:13,00:17:13,ANA,2017-12-31,6,4,3433.0,ANA,4.0,2.0,Insurance Goal,2018
1662,3,ANA,EN,Antoine Vermette , Ryan Kesler,Kevin Bieksa,7,00:59:09,00:19:09,ANA,2017-12-31,7,5,3549.0,ANA,5.0,2.0,Insurance Goal,2018
1663,2,ARI,,Anthony Duclair , Jordan Martinook,,8,00:32:41,00:12:41,ARI,2018-01-04,1,1,1961.0,ARI,1.0,0.0,Go-Ahead Goal,2018
1664,2,NSH,,Ryan Ellis , Scott Hartnell,Colton Sissons,1,00:39:51,00:19:51,ARI,2018-01-04,2,1,2391.0,ARI,1.0,1.0,Tie,2018
1665,3,NSH,,Craig Smith ,,,14,00:40:08,00:00:08,ARI,2018-01-04,3,2,2408.0,ARI,1.0,2.0,Go-Ahead Goal,2018
1666,3,ARI,PP,Nick Cousins , Jason Demers,Alex Goligoski,5,00:57:11,00:17:11,ARI,2018-01-04,4,2,3431.0,ARI,2.0,2.0,Tie,2018
1667,1,ARI,,Christian Fischer , Jakob Chychrun,Derek Stepan,11,00:02:19,00:02:19,ARI,2018-01-04,5,3,139.0,ARI,3.0,2.0,Go-Ahead Goal,2018
1668,1,ARI,PP,Anthony Duclair , Derek Stepan,Christian Dvorak,9,00:10:50,00:10:50,ARI,2018-01-06,1,1,650.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
1669,2,NYR,,Jimmy Vesey ,,,9,00:25:11,00:05:11,ARI,2018-01-06,2,1,1511.0,Shootout,1.0,1.0,Tie,2018
1670,1,ARI,,Brad Richardson , Jakob Chychrun,Jordan Martinook,2,00:02:03,00:02:03,ARI,2018-01-12,1,1,123.0,EDM,1.0,0.0,Go-Ahead Goal,2018
1671,1,ARI,,Josh Archibald , Christian Dvorak,Clayton Keller,2,00:03:17,00:03:17,ARI,2018-01-12,2,2,197.0,EDM,2.0,0.0,Insurance Goal,2018
1672,1,EDM,,Darnell Nurse , Adam Larsson,Jujhar Khaira,4,00:14:16,00:14:16,ARI,2018-01-12,3,1,856.0,EDM,2.0,1.0,Go-Ahead Goal,2018
1673,1,EDM,,Pat Maroon , Oscar Klefbom,Connor McDavid,10,00:19:22,00:19:22,ARI,2018-01-12,4,2,1162.0,EDM,2.0,2.0,Tie,2018
1674,3,EDM,,Darnell Nurse , Leon Draisaitl,Connor McDavid,5,00:43:57,00:03:57,ARI,2018-01-12,5,3,2637.0,EDM,2.0,3.0,Go-Ahead Goal,2018
1675,3,EDM,EN,Ryan Nugent-Hopkins , Milan Lucic,,16,00:59:40,00:19:40,ARI,2018-01-12,6,4,3580.0,EDM,2.0,4.0,Insurance Goal,2018
1691,2,NSH,,Scott Hartnell , Ryan Ellis,Roman Josi,7,00:38:17,00:18:17,NSH,2018-01-18,1,1,2297.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
1692,2,ARI,,Oliver Ekman-Larsson , Richard Panik,Derek Stepan,8,00:39:48,00:19:48,NSH,2018-01-18,2,1,2388.0,Shootout,1.0,1.0,Tie,2018
1693,3,ARI,,Brendan Perlini , Richard Panik,Jason Demers,11,00:53:40,00:13:40,NSH,2018-01-18,3,2,3220.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
1694,3,NSH,,Ryan Ellis , Roman Josi,Nick Bonino,2,00:57:24,00:17:24,NSH,2018-01-18,4,2,3444.0,Shootout,2.0,2.0,Tie,2018
1695,1,ARI,,Zac Rinaldo , Christian Fischer,Max Domi,3,00:01:53,00:01:53,STL,2018-01-20,1,1,113.0,ARI,0.0,1.0,Go-Ahead Goal,2018
1696,1,ARI,,Christian Dvorak , Jason Demers,Clayton Keller,6,00:04:02,00:04:02,STL,2018-01-20,2,2,242.0,ARI,0.0,2.0,Insurance Goal,2018
1697,1,ARI,,Christian Dvorak , Tobias Rieder,Clayton Keller,7,00:07:06,00:07:06,STL,2018-01-20,3,3,426.0,ARI,0.0,3.0,Insurance Goal,2018
1698,1,ARI,,Brendan Perlini , Richard Panik,Luke Schenn,12,00:13:15,00:13:15,STL,2018-01-20,4,4,795.0,ARI,0.0,4.0,Insurance Goal,2018
1699,2,ARI,PP,Christian Fischer , Jakob Chychrun,Max Domi,13,00:24:33,00:04:33,STL,2018-01-20,5,5,1473.0,ARI,0.0,5.0,Insurance Goal,2018
1700,2,STL,PP,Brayden Schenn ,,,19,00:29:27,00:09:27,STL,2018-01-20,6,1,1767.0,ARI,1.0,5.0,Lead Shrink,2018
1701,3,STL,PP,Alex Steen , Patrik Berglund,Vince Dunn,9,00:49:44,00:09:44,STL,2018-01-20,7,2,2984.0,ARI,2.0,5.0,Lead Shrink,2018
1702,1,ARI,,Nick Cousins , Oliver Ekman-Larsson,,6,00:12:20,00:12:20,ARI,2018-01-22,1,1,740.0,ARI,1.0,0.0,Go-Ahead Goal,2018
1703,2,NYI,,Anthony Beauvillier , Josh Bailey,,11,00:20:34,00:00:34,ARI,2018-01-22,2,1,1234.0,ARI,1.0,1.0,Tie,2018
1704,2,ARI,,Brendan Perlini , Luke Schenn,Nick Cousins,13,00:29:52,00:09:52,ARI,2018-01-22,3,2,1792.0,ARI,2.0,1.0,Go-Ahead Goal,2018
1705,3,NYI,,Anthony Beauvillier , Thomas Hickey,Mathew Barzal,12,00:42:53,00:02:53,ARI,2018-01-22,4,2,2573.0,ARI,2.0,2.0,Tie,2018
1706,OT1,ARI,,Nick Cousins , Christian Fischer,,7,01:02:21,00:02:21,ARI,2018-01-22,5,3,3741.0,ARI,3.0,2.0,Go-Ahead Goal,2018
1707,3,CBJ,PP,Alexander Wennberg , Seth Jones,Zach Werenski,5,00:41:19,00:01:19,ARI,2018-01-25,1,1,2479.0,CBJ,0.0,1.0,Go-Ahead Goal,2018
1708,3,ARI,PP,Brendan Perlini , Christian Dvorak,Derek Stepan,14,00:47:39,00:07:39,ARI,2018-01-25,2,1,2859.0,CBJ,1.0,1.0,Tie,2018
1709,3,CBJ,,Cam Atkinson , Alexander Wennberg,Nick Foligno,7,00:56:57,00:16:57,ARI,2018-01-25,3,2,3417.0,CBJ,1.0,2.0,Go-Ahead Goal,2018
1710,1,ARI,,Kevin Connauton , Max Domi,Christian Fischer,2,00:04:06,00:04:06,ARI,2018-02-01,1,1,246.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1711,2,DAL,,Devin Shore , Jason Spezza,Dan Hamhuis,7,00:23:00,00:03:00,ARI,2018-02-01,2,1,1380.0,DAL,1.0,1.0,Tie,2018
1712,2,DAL,PP,Tyler Seguin , Devin Shore,John Klingberg,24,00:25:21,00:05:21,ARI,2018-02-01,3,2,1521.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1713,2,DAL,,Mattias Janmark , Radek Faksa,Greg Pateryn,14,00:33:24,00:13:24,ARI,2018-02-01,4,3,2004.0,DAL,1.0,3.0,Insurance Goal,2018
1714,3,DAL,EN,Esa Lindell ,,,6,00:58:24,00:18:24,ARI,2018-02-01,5,4,3504.0,DAL,1.0,4.0,Insurance Goal,2018
1715,1,LAK,,Alex Iafallo , Tyler Toffoli,Adrian Kempe,5,00:07:14,00:07:14,LAK,2018-02-03,1,1,434.0,LAK,1.0,0.0,Go-Ahead Goal,2018
1716,2,LAK,SH,Trevor Lewis , Torrey Mitchell,Jake Muzzin,13,00:22:37,00:02:37,LAK,2018-02-03,2,2,1357.0,LAK,2.0,0.0,Insurance Goal,2018
1717,2,LAK,,Adrian Kempe , Dustin Brown,,15,00:25:12,00:05:12,LAK,2018-02-03,3,3,1512.0,LAK,3.0,0.0,Insurance Goal,2018
1718,2,LAK,PP,Jake Muzzin , Drew Doughty,Anze Kopitar,6,00:38:46,00:18:46,LAK,2018-02-03,4,4,2326.0,LAK,4.0,0.0,Insurance Goal,2018
1719,3,LAK,,Anze Kopitar , Kevin Gravel,Alex Iafallo,20,00:46:22,00:06:22,LAK,2018-02-03,5,5,2782.0,LAK,5.0,0.0,Insurance Goal,2018
1720,3,LAK,,Dustin Brown , Paul Ladue,Jake Muzzin,16,00:56:45,00:16:45,LAK,2018-02-03,6,6,3405.0,LAK,6.0,0.0,Insurance Goal,2018
1721,1,WPG,,Jack Roslovic , Toby Enstrom,Dustin Byfuglien,3,00:00:30,00:00:30,WPG,2018-02-06,1,1,30.0,WPG,1.0,0.0,Go-Ahead Goal,2018
1722,1,ARI,,Kevin Connauton , Josh Archibald,Christian Dvorak,3,00:04:25,00:04:25,WPG,2018-02-06,2,1,265.0,WPG,1.0,1.0,Tie,2018
1723,1,WPG,,Dustin Byfuglien , Bryan Little,Mathieu Perreault,3,00:07:56,00:07:56,WPG,2018-02-06,3,2,476.0,WPG,2.0,1.0,Go-Ahead Goal,2018
1724,1,WPG,,Nic Petan , Ben Chiarot,Marko Dano,1,00:14:28,00:14:28,WPG,2018-02-06,4,3,868.0,WPG,3.0,1.0,Insurance Goal,2018
1725,1,ARI,PP,Christian Dvorak , Derek Stepan,Oliver Ekman-Larsson,8,00:17:07,00:17:07,WPG,2018-02-06,5,2,1027.0,WPG,3.0,2.0,Go-Ahead Goal,2018
1726,2,WPG,,Dmitry Kulikov , Kyle Connor,Andrew Copp,3,00:22:16,00:02:16,WPG,2018-02-06,6,4,1336.0,WPG,4.0,2.0,Insurance Goal,2018
1727,3,ARI,,Derek Stepan , Alex Goligoski,,10,00:40:55,00:00:55,WPG,2018-02-06,7,3,2455.0,WPG,4.0,3.0,Go-Ahead Goal,2018
1728,1,MIN,,Eric Staal , Jared Spurgeon,Tyler Ennis,24,00:17:13,00:17:13,MIN,2018-02-08,1,1,1033.0,ARI,1.0,0.0,Go-Ahead Goal,2018
1729,2,MIN,,Matt Cullen , Mathew Dumba,Gustav Olofsson,5,00:25:54,00:05:54,MIN,2018-02-08,2,2,1554.0,ARI,2.0,0.0,Insurance Goal,2018
1730,2,MIN,,Mike Reilly , Matt Cullen,Zach Parise,1,00:29:59,00:09:59,MIN,2018-02-08,3,3,1799.0,ARI,3.0,0.0,Insurance Goal,2018
1731,2,ARI,,Nick Cousins , Alex Goligoski,Brad Richardson,8,00:31:30,00:11:30,MIN,2018-02-08,4,1,1890.0,ARI,3.0,1.0,Lead Shrink,2018
1732,3,ARI,,Kevin Connauton , Derek Stepan,Alex Goligoski,4,00:48:02,00:08:02,MIN,2018-02-08,5,2,2882.0,ARI,3.0,2.0,Go-Ahead Goal,2018
1733,3,ARI,,Nick Cousins , Derek Stepan,Oliver Ekman-Larsson,9,00:59:41,00:19:41,MIN,2018-02-08,6,3,3581.0,ARI,3.0,3.0,Tie,2018
1734,OT1,ARI,,Clayton Keller , Brendan Perlini,Kevin Connauton,15,01:03:55,00:03:55,MIN,2018-02-08,7,4,3835.0,ARI,3.0,4.0,Go-Ahead Goal,2018
1735,1,ARI,,Jason Demers , Derek Stepan,Clayton Keller,4,00:03:53,00:03:53,ARI,2018-02-10,1,1,233.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
1736,1,PHI,PP,Claude Giroux , Jakub Voracek,Shayne Gostisbehere,17,00:10:19,00:10:19,ARI,2018-02-10,2,1,619.0,Shootout,1.0,1.0,Tie,2018
1737,1,PHI,,Michael Raffl , Scott Laughton,Jordan Weal,10,00:11:41,00:11:41,ARI,2018-02-10,3,2,701.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
1738,2,ARI,,Alex Goligoski , Niklas Hjalmarsson,Christian Fischer,6,00:20:24,00:00:24,ARI,2018-02-10,4,2,1224.0,Shootout,2.0,2.0,Tie,2018
1739,2,PHI,PP,Wayne Simmonds , Shayne Gostisbehere,Sean Couturier,19,00:22:12,00:02:12,ARI,2018-02-10,5,3,1332.0,Shootout,2.0,3.0,Go-Ahead Goal,2018
1740,3,ARI,,Zac Rinaldo , Max Domi,,4,00:41:59,00:01:59,ARI,2018-02-10,6,3,2519.0,Shootout,3.0,3.0,Tie,2018
1741,1,ARI,,Max Domi , Jakob Chychrun,Tobias Rieder,4,00:01:32,00:01:32,ARI,2018-02-12,1,1,92.0,ARI,1.0,0.0,Go-Ahead Goal,2018
1742,1,ARI,,Clayton Keller , Derek Stepan,,16,00:09:22,00:09:22,ARI,2018-02-12,2,2,562.0,ARI,2.0,0.0,Insurance Goal,2018
1743,2,CHI,PP,Alex DeBrincat , Jonathan Toews,,20,00:24:33,00:04:33,ARI,2018-02-12,3,1,1473.0,ARI,2.0,1.0,Go-Ahead Goal,2018
1744,2,ARI,,Alex Goligoski , Clayton Keller,Max Domi,7,00:27:06,00:07:06,ARI,2018-02-12,4,3,1626.0,ARI,3.0,1.0,Insurance Goal,2018
1745,2,ARI,PP,Tobias Rieder , Christian Fischer,,7,00:29:33,00:09:33,ARI,2018-02-12,5,4,1773.0,ARI,4.0,1.0,Insurance Goal,2018
1746,3,ARI,,Nick Cousins , Alex Goligoski,Kevin Connauton,10,00:47:12,00:07:12,ARI,2018-02-12,6,5,2832.0,ARI,5.0,1.0,Insurance Goal,2018
1747,3,ARI,,Christian Dvorak , Christian Fischer,Zac Rinaldo,9,00:55:38,00:15:38,ARI,2018-02-12,7,6,3338.0,ARI,6.0,1.0,Insurance Goal,2018
1751,1,ARI,PP,Clayton Keller , Oliver Ekman-Larsson,Max Domi,17,00:13:56,00:13:56,ARI,2018-02-15,1,1,836.0,ARI,1.0,0.0,Go-Ahead Goal,2018
1752,2,ARI,,Brendan Perlini , Clayton Keller,Derek Stepan,15,00:20:57,00:00:57,ARI,2018-02-15,2,2,1257.0,ARI,2.0,0.0,Insurance Goal,2018
1753,2,ARI,,Brendan Perlini , Oliver Ekman-Larsson,Clayton Keller,16,00:21:16,00:01:16,ARI,2018-02-15,3,3,1276.0,ARI,3.0,0.0,Insurance Goal,2018
1754,3,MTL,PP,Brendan Gallagher , Alex Galchenyuk,Max Pacioretty,21,00:45:46,00:05:46,ARI,2018-02-15,4,1,2746.0,ARI,3.0,1.0,Lead Shrink,2018
1755,3,MTL,,Daniel Carr , Tomas Plekanec,,4,00:47:38,00:07:38,ARI,2018-02-15,5,2,2858.0,ARI,3.0,2.0,Go-Ahead Goal,2018
1756,3,ARI,PP,Tobias Rieder , Clayton Keller,Oliver Ekman-Larsson,8,00:50:46,00:10:46,ARI,2018-02-15,6,4,3046.0,ARI,4.0,2.0,Insurance Goal,2018
1757,3,ARI,,Josh Archibald , Tobias Rieder,,4,00:56:01,00:16:01,ARI,2018-02-15,7,5,3361.0,ARI,5.0,2.0,Insurance Goal,2018
1758,1,ARI,,Christian Dvorak , Oliver Ekman-Larsson,Christian Fischer,10,00:03:26,00:03:26,ARI,2018-02-17,1,1,206.0,ARI,1.0,0.0,Go-Ahead Goal,2018
1766,1,ARI,,Jason Demers , Josh Archibald,Kevin Connauton,5,00:05:58,00:05:58,ARI,2018-02-24,1,1,358.0,ARI,1.0,0.0,Go-Ahead Goal,2018
1767,3,ARI,EN,Max Domi , Josh Archibald,Niklas Hjalmarsson,5,00:58:59,00:18:59,ARI,2018-02-24,2,2,3539.0,ARI,2.0,0.0,Insurance Goal,2018
1768,1,VAN,PP,Daniel Sedin , Derrick Pouliot,Henrik Sedin,17,00:02:16,00:02:16,ARI,2018-02-25,1,1,136.0,VAN,0.0,1.0,Go-Ahead Goal,2018
1769,3,ARI,PP,Alex Goligoski , Derek Stepan,Brendan Perlini,9,00:49:18,00:09:18,ARI,2018-02-25,2,1,2958.0,VAN,1.0,1.0,Tie,2018
1770,3,VAN,,Daniel Sedin , Brock Boeser,Troy Stecher,18,00:51:43,00:11:43,ARI,2018-02-25,3,2,3103.0,VAN,1.0,2.0,Go-Ahead Goal,2018
1771,3,VAN,SH,Darren Archibald , Brandon Sutter,Troy Stecher,2,00:54:08,00:14:08,ARI,2018-02-25,4,3,3248.0,VAN,1.0,3.0,Insurance Goal,2018
1772,1,MIN,,Zach Parise , Nino Niederreiter,Joel Eriksson Ek,4,00:15:36,00:15:36,ARI,2018-03-01,1,1,936.0,ARI,0.0,1.0,Go-Ahead Goal,2018
1773,2,ARI,PP,Jakob Chychrun , Clayton Keller,Max Domi,2,00:37:28,00:17:28,ARI,2018-03-01,2,1,2248.0,ARI,1.0,1.0,Tie,2018
1774,3,ARI,,Christian Dvorak , Christian Fischer,Max Domi,11,00:44:32,00:04:32,ARI,2018-03-01,3,2,2672.0,ARI,2.0,1.0,Go-Ahead Goal,2018
1775,3,MIN,PP,Mikko Koivu , Mathew Dumba,Charlie Coyle,11,00:47:20,00:07:20,ARI,2018-03-01,4,2,2840.0,ARI,2.0,2.0,Tie,2018
1776,3,ARI,,Richard Panik , Oliver Ekman-Larsson,Christian Fischer,7,00:48:09,00:08:09,ARI,2018-03-01,5,3,2889.0,ARI,3.0,2.0,Go-Ahead Goal,2018
1777,3,ARI,,Kevin Connauton , Max Domi,Christian Dvorak,7,00:52:04,00:12:04,ARI,2018-03-01,6,4,3124.0,ARI,4.0,2.0,Insurance Goal,2018
1778,3,MIN,,Matt Cullen , Tyler Ennis,Marcus Foligno,8,00:53:13,00:13:13,ARI,2018-03-01,7,3,3193.0,ARI,4.0,3.0,Go-Ahead Goal,2018
1779,3,ARI,EN,Jordan Martinook ,,,5,00:59:49,00:19:49,ARI,2018-03-01,8,5,3589.0,ARI,5.0,3.0,Insurance Goal,2018
1780,1,OTT,,Jean-Gabriel Pageau , Bobby Ryan,Mark Stone,10,00:03:24,00:03:24,ARI,2018-03-03,1,1,204.0,ARI,0.0,1.0,Go-Ahead Goal,2018
1781,1,ARI,,Oliver Ekman-Larsson , Clayton Keller,Derek Stepan,9,00:18:46,00:18:46,ARI,2018-03-03,2,1,1126.0,ARI,1.0,1.0,Tie,2018
1782,2,ARI,,Jordan Martinook , Brad Richardson,Nick Cousins,6,00:34:08,00:14:08,ARI,2018-03-03,3,2,2048.0,ARI,2.0,1.0,Go-Ahead Goal,2018
1783,1,ARI,,Jason Demers , Oliver Ekman-Larsson,Derek Stepan,6,00:03:29,00:03:29,EDM,2018-03-05,1,1,209.0,EDM,0.0,1.0,Go-Ahead Goal,2018
1784,1,EDM,SH,Jujhar Khaira , Ryan Strome,,11,00:08:01,00:08:01,EDM,2018-03-05,2,1,481.0,EDM,1.0,1.0,Tie,2018
1785,1,EDM,,Milan Lucic , Leon Draisaitl,Matt Benning,10,00:13:21,00:13:21,EDM,2018-03-05,3,2,801.0,EDM,2.0,1.0,Go-Ahead Goal,2018
1786,1,EDM,PP,Jesse Puljujarvi , Ryan Nugent-Hopkins,,11,00:17:04,00:17:04,EDM,2018-03-05,4,3,1024.0,EDM,3.0,1.0,Insurance Goal,2018
1787,3,ARI,,Christian Dvorak , Richard Panik,,12,00:51:31,00:11:31,EDM,2018-03-05,5,2,3091.0,EDM,3.0,2.0,Go-Ahead Goal,2018
1788,3,ARI,,Niklas Hjalmarsson ,,,1,00:55:21,00:15:21,EDM,2018-03-05,6,3,3321.0,EDM,3.0,3.0,Tie,2018
1789,1,EDM,,Oscar Klefbom , Connor McDavid,Leon Draisaitl,4,00:00:50,00:00:50,EDM,2018-03-05,7,4,50.0,EDM,4.0,3.0,Go-Ahead Goal,2018
1790,1,ARI,PP,Clayton Keller , Brendan Perlini,Oliver Ekman-Larsson,18,00:18:20,00:18:20,VAN,2018-03-07,1,1,1100.0,ARI,0.0,1.0,Go-Ahead Goal,2018
1791,1,VAN,,Jussi Jokinen , Brendan Leipsic,Sam Gagner,2,00:19:44,00:19:44,VAN,2018-03-07,2,1,1184.0,ARI,1.0,1.0,Tie,2018
1792,3,ARI,,Derek Stepan , Clayton Keller,Brendan Perlini,12,00:59:02,00:19:02,VAN,2018-03-07,3,2,3542.0,ARI,1.0,2.0,Go-Ahead Goal,2018
1793,1,COL,,Blake Comeau , Carl Soderberg,,11,00:01:45,00:01:45,COL,2018-03-10,1,1,105.0,COL,1.0,0.0,Go-Ahead Goal,2018
1794,1,ARI,,Christian Dvorak , Richard Panik,Josh Archibald,13,00:02:14,00:02:14,COL,2018-03-10,2,1,134.0,COL,1.0,1.0,Tie,2018
